corporateKey,firstName,lastName,email,phone,role,ouName
CK0059,Ryan,Miller,emp0059@apexglobal.com,+14150000059,MANAGER,APAC Division Branch 2 Unit 1
CK0060,Cynthia,Wilson,emp0060@apexglobal.com,+14150000060,MANAGER,APAC Division Branch 2 Unit 2
CK0061,Jacob,Lee,emp0061@apexglobal.com,+14150000061,MANAGER,APAC Division Branch 3 Unit 1
CK0062,Kathleen,Ramirez,emp0062@apexglobal.com,+14150000062,MANAGER,APAC Division Branch 3 Unit 2
CK0063,Gary,Wright,emp0063@apexglobal.com,+14150000063,MANAGER,APAC Division Branch 4 Unit 1
CK0064,Amy,Adams,emp0064@apexglobal.com,+14150000064,MANAGER,APAC Division Branch 4 Unit 2
CK0065,Nicholas,Carter,emp0065@apexglobal.com,+14150000065,MANAGER,LATAM Division Branch 1 Unit 1
CK0066,Angela,Parker,emp0066@apexglobal.com,+14150000066,MANAGER,LATAM Division Branch 1 Unit 2
CK0067,Eric,Morales,emp0067@apexglobal.com,+14150000067,MANAGER,LATAM Division Branch 2 Unit 1
CK0068,Shirley,Cooper,emp0068@apexglobal.com,+14150000068,MANAGER,LATAM Division Branch 2 Unit 2
CK0069,Jonathan,Kim,emp0069@apexglobal.com,+14150000069,MANAGER,LATAM Division Branch 3 Unit 1
CK0070,Anna,Wood,emp0070@apexglobal.com,+14150000070,MANAGER,LATAM Division Branch 3 Unit 2
CK0071,Stephen,Price,emp0071@apexglobal.com,+14150000071,MANAGER,Global Engineering Branch 1 Unit 1
CK0072,Brenda,Ross,emp0072@apexglobal.com,+14150000072,MANAGER,Global Engineering Branch 1 Unit 2
CK0073,Larry,Jones,emp0073@apexglobal.com,+14150000073,MANAGER,Global Engineering Branch 2 Unit 1
CK0074,Pamela,Lopez,emp0074@apexglobal.com,+14150000074,MANAGER,Global Engineering Branch 2 Unit 2
CK0075,Justin,Jackson,emp0075@apexglobal.com,+14150000075,MANAGER,Global Engineering Branch 3 Unit 1
CK0076,Emma,Sanchez,emp0076@apexglobal.com,+14150000076,MANAGER,Global Engineering Branch 3 Unit 2
CK0077,Scott,Allen,emp0077@apexglobal.com,+14150000077,MANAGER,Product Innovation Branch 1 Unit 1
CK0078,Nicole,Flores,emp0078@apexglobal.com,+14150000078,MANAGER,Product Innovation Branch 1 Unit 2
CK0079,Brandon,Campbell,emp0079@apexglobal.com,+14150000079,MANAGER,Product Innovation Branch 2 Unit 1
CK0080,Helen,Turner,emp0080@apexglobal.com,+14150000080,MANAGER,Product Innovation Branch 2 Unit 2
CK0081,Benjamin,Stewart,emp0081@apexglobal.com,+14150000081,MANAGER,Product Innovation Branch 3 Unit 1
CK0082,Samantha,Ortiz,emp0082@apexglobal.com,+14150000082,MANAGER,Product Innovation Branch 3 Unit 2
CK0083,Samuel,Howard,emp0083@apexglobal.com,+14150000083,MANAGER,Financial Services Branch 1 Unit 1
CK0084,Katherine,Brooks,emp0084@apexglobal.com,+14150000084,MANAGER,Financial Services Branch 1 Unit 2
CK0085,Gregory,Ruiz,emp0085@apexglobal.com,+14150000085,MANAGER,Financial Services Branch 2 Unit 1
CK0086,Christine,Myers,emp0086@apexglobal.com,+14150000086,MANAGER,Financial Services Branch 2 Unit 2
CK0087,Alexander,Williams,emp0087@apexglobal.com,+14150000087,MANAGER,Financial Services Branch 3 Unit 1
CK0088,Debra,Martinez,emp0088@apexglobal.com,+14150000088,MANAGER,Financial Services Branch 3 Unit 2
CK0089,Frank,Taylor,emp0089@apexglobal.com,+14150000089,MANAGER,People and Culture Branch 1 Unit 1
CK0090,Rachel,White,emp0090@apexglobal.com,+14150000090,MANAGER,People and Culture Branch 1 Unit 2
CK0091,Patrick,Walker,emp0091@apexglobal.com,+14150000091,MANAGER,People and Culture Branch 2 Unit 1
CK0092,Carolyn,Nguyen,emp0092@apexglobal.com,+14150000092,MANAGER,People and Culture Branch 2 Unit 2
CK0093,Raymond,Hall,emp0093@apexglobal.com,+14150000093,MANAGER,People and Culture Branch 3 Unit 1
CK0094,Janet,Phillips,emp0094@apexglobal.com,+14150000094,MANAGER,People and Culture Branch 3 Unit 2
CK0095,Jack,Collins,emp0095@apexglobal.com,+14150000095,MANAGER,Legal and Risk Branch 1 Unit 1
CK0096,Maria,Rogers,emp0096@apexglobal.com,+14150000096,MANAGER,Legal and Risk Branch 1 Unit 2
CK0097,Dennis,Reed,emp0097@apexglobal.com,+14150000097,MANAGER,Legal and Risk Branch 2 Unit 1
CK0098,Heather,Richardson,emp0098@apexglobal.com,+14150000098,MANAGER,Legal and Risk Branch 2 Unit 2
CK0099,Jerry,Gray,emp0099@apexglobal.com,+14150000099,MANAGER,Legal and Risk Branch 3 Unit 1
CK0100,Diane,Sanders,emp0100@apexglobal.com,+14150000100,MANAGER,Legal and Risk Branch 3 Unit 2
CK0101,James,Smith,emp0101@apexglobal.com,+14150000101,MANAGER,Apex Global Corporation
CK0102,Mary,Davis,emp0102@apexglobal.com,+14150000102,EMPLOYEE,North America Division
CK0103,Robert,Anderson,emp0103@apexglobal.com,+14150000103,EMPLOYEE,EMEA Division
CK0104,Patricia,Perez,emp0104@apexglobal.com,+14150000104,EMPLOYEE,APAC Division
CK0105,John,Lewis,emp0105@apexglobal.com,+14150000105,EMPLOYEE,LATAM Division
CK0106,Jennifer,Scott,emp0106@apexglobal.com,+14150000106,TRAINER,Global Engineering
CK0107,Michael,Nelson,emp0107@apexglobal.com,+14150000107,MANAGER,Product Innovation
CK0108,Linda,Roberts,emp0108@apexglobal.com,+14150000108,EMPLOYEE,Financial Services
CK0109,David,Cruz,emp0109@apexglobal.com,+14150000109,EMPLOYEE,People and Culture
CK0110,Elizabeth,Murphy,emp0110@apexglobal.com,+14150000110,EMPLOYEE,Legal and Risk
CK0111,William,Peterson,emp0111@apexglobal.com,+14150000111,EMPLOYEE,North America Division Branch 1
CK0112,Barbara,Cox,emp0112@apexglobal.com,+14150000112,TRAINER,North America Division Branch 2
CK0113,Richard,James,emp0113@apexglobal.com,+14150000113,MANAGER,North America Division Branch 3
CK0114,Susan,Alvarez,emp0114@apexglobal.com,+14150000114,EMPLOYEE,North America Division Branch 4
CK0115,Joseph,Foster,emp0115@apexglobal.com,+14150000115,EMPLOYEE,EMEA Division Branch 1
CK0116,Jessica,Garcia,emp0116@apexglobal.com,+14150000116,EMPLOYEE,EMEA Division Branch 2
CK0117,Thomas,Gonzalez,emp0117@apexglobal.com,+14150000117,EMPLOYEE,EMEA Division Branch 3
CK0118,Sarah,Martin,emp0118@apexglobal.com,+14150000118,TRAINER,EMEA Division Branch 4
CK0119,Charles,Clark,emp0119@apexglobal.com,+14150000119,MANAGER,APAC Division Branch 1
CK0120,Karen,King,emp0120@apexglobal.com,+14150000120,EMPLOYEE,APAC Division Branch 2
CK0121,Christopher,Green,emp0121@apexglobal.com,+14150000121,EMPLOYEE,APAC Division Branch 3
CK0122,Lisa,Mitchell,emp0122@apexglobal.com,+14150000122,EMPLOYEE,APAC Division Branch 4
CK0123,Daniel,Diaz,emp0123@apexglobal.com,+14150000123,EMPLOYEE,LATAM Division Branch 1
CK0124,Nancy,Morris,emp0124@apexglobal.com,+14150000124,TRAINER,LATAM Division Branch 2
CK0125,Matthew,Morgan,emp0125@apexglobal.com,+14150000125,MANAGER,LATAM Division Branch 3
CK0126,Betty,Ramos,emp0126@apexglobal.com,+14150000126,EMPLOYEE,Global Engineering Branch 1
CK0127,Anthony,Chavez,emp0127@apexglobal.com,+14150000127,EMPLOYEE,Global Engineering Branch 2
CK0128,Margaret,Hughes,emp0128@apexglobal.com,+14150000128,EMPLOYEE,Global Engineering Branch 3
CK0129,Mark,Long,emp0129@apexglobal.com,+14150000129,EMPLOYEE,Product Innovation Branch 1
CK0130,Sandra,Brown,emp0130@apexglobal.com,+14150000130,TRAINER,Product Innovation Branch 2
CK0131,Donald,Hernandez,emp0131@apexglobal.com,+14150000131,MANAGER,Product Innovation Branch 3
CK0132,Ashley,Moore,emp0132@apexglobal.com,+14150000132,EMPLOYEE,Financial Services Branch 1
CK0133,Steven,Harris,emp0133@apexglobal.com,+14150000133,EMPLOYEE,Financial Services Branch 2
CK0134,Kimberly,Young,emp0134@apexglobal.com,+14150000134,EMPLOYEE,Financial Services Branch 3
CK0135,Paul,Hill,emp0135@apexglobal.com,+14150000135,EMPLOYEE,People and Culture Branch 1
CK0136,Emily,Rivera,emp0136@apexglobal.com,+14150000136,TRAINER,People and Culture Branch 2
CK0137,Andrew,Evans,emp0137@apexglobal.com,+14150000137,MANAGER,People and Culture Branch 3
CK0138,Donna,Reyes,emp0138@apexglobal.com,+14150000138,EMPLOYEE,Legal and Risk Branch 1
CK0139,Joshua,Gutierrez,emp0139@apexglobal.com,+14150000139,EMPLOYEE,Legal and Risk Branch 2
CK0140,Michelle,Kelly,emp0140@apexglobal.com,+14150000140,EMPLOYEE,Legal and Risk Branch 3
CK0141,Kenneth,Watson,emp0141@apexglobal.com,+14150000141,EMPLOYEE,North America Division Branch 1 Unit 1
CK0142,Carol,Mendoza,emp0142@apexglobal.com,+14150000142,TRAINER,North America Division Branch 1 Unit 2
CK0143,Kevin,Patel,emp0143@apexglobal.com,+14150000143,MANAGER,North America Division Branch 2 Unit 1
CK0144,Amanda,Johnson,emp0144@apexglobal.com,+14150000144,EMPLOYEE,North America Division Branch 2 Unit 2
CK0145,Brian,Rodriguez,emp0145@apexglobal.com,+14150000145,EMPLOYEE,North America Division Branch 3 Unit 1
CK0146,Dorothy,Thomas,emp0146@apexglobal.com,+14150000146,EMPLOYEE,North America Division Branch 3 Unit 2
CK0147,George,Thompson,emp0147@apexglobal.com,+14150000147,EMPLOYEE,North America Division Branch 4 Unit 1
CK0148,Melissa,Robinson,emp0148@apexglobal.com,+14150000148,TRAINER,North America Division Branch 4 Unit 2
CK0149,Timothy,Torres,emp0149@apexglobal.com,+14150000149,MANAGER,EMEA Division Branch 1 Unit 1
CK0150,Deborah,Baker,emp0150@apexglobal.com,+14150000150,EMPLOYEE,EMEA Division Branch 1 Unit 2
CK0151,Ronald,Gomez,emp0151@apexglobal.com,+14150000151,EMPLOYEE,EMEA Division Branch 2 Unit 1
CK0152,Stephanie,Edwards,emp0152@apexglobal.com,+14150000152,EMPLOYEE,EMEA Division Branch 2 Unit 2
CK0153,Edward,Cook,emp0153@apexglobal.com,+14150000153,EMPLOYEE,EMEA Division Branch 3 Unit 1
CK0154,Rebecca,Bailey,emp0154@apexglobal.com,+14150000154,TRAINER,EMEA Division Branch 3 Unit 2
CK0155,Jason,Ward,emp0155@apexglobal.com,+14150000155,MANAGER,EMEA Division Branch 4 Unit 1
CK0156,Sharon,Bennett,emp0156@apexglobal.com,+14150000156,EMPLOYEE,EMEA Division Branch 4 Unit 2
CK0157,Jeffrey,Castillo,emp0157@apexglobal.com,+14150000157,EMPLOYEE,APAC Division Branch 1 Unit 1
CK0158,Laura,Jimenez,emp0158@apexglobal.com,+14150000158,EMPLOYEE,APAC Division Branch 1 Unit 2
CK0159,Ryan,Miller,emp0159@apexglobal.com,+14150000159,EMPLOYEE,APAC Division Branch 2 Unit 1
CK0160,Cynthia,Wilson,emp0160@apexglobal.com,+14150000160,TRAINER,APAC Division Branch 2 Unit 2
CK0161,Jacob,Lee,emp0161@apexglobal.com,+14150000161,MANAGER,APAC Division Branch 3 Unit 1
CK0162,Kathleen,Ramirez,emp0162@apexglobal.com,+14150000162,EMPLOYEE,APAC Division Branch 3 Unit 2
CK0163,Gary,Wright,emp0163@apexglobal.com,+14150000163,EMPLOYEE,APAC Division Branch 4 Unit 1
CK0164,Amy,Adams,emp0164@apexglobal.com,+14150000164,EMPLOYEE,APAC Division Branch 4 Unit 2
CK0165,Nicholas,Carter,emp0165@apexglobal.com,+14150000165,EMPLOYEE,LATAM Division Branch 1 Unit 1
CK0166,Angela,Parker,emp0166@apexglobal.com,+14150000166,TRAINER,LATAM Division Branch 1 Unit 2
CK0167,Eric,Morales,emp0167@apexglobal.com,+14150000167,MANAGER,LATAM Division Branch 2 Unit 1
CK0168,Shirley,Cooper,emp0168@apexglobal.com,+14150000168,EMPLOYEE,LATAM Division Branch 2 Unit 2
CK0169,Jonathan,Kim,emp0169@apexglobal.com,+14150000169,EMPLOYEE,LATAM Division Branch 3 Unit 1
CK0170,Anna,Wood,emp0170@apexglobal.com,+14150000170,EMPLOYEE,LATAM Division Branch 3 Unit 2
CK0171,Stephen,Price,emp0171@apexglobal.com,+14150000171,EMPLOYEE,Global Engineering Branch 1 Unit 1
CK0172,Brenda,Ross,emp0172@apexglobal.com,+14150000172,TRAINER,Global Engineering Branch 1 Unit 2
CK0173,Larry,Jones,emp0173@apexglobal.com,+14150000173,MANAGER,Global Engineering Branch 2 Unit 1
CK0174,Pamela,Lopez,emp0174@apexglobal.com,+14150000174,EMPLOYEE,Global Engineering Branch 2 Unit 2
CK0175,Justin,Jackson,emp0175@apexglobal.com,+14150000175,EMPLOYEE,Global Engineering Branch 3 Unit 1
CK0176,Emma,Sanchez,emp0176@apexglobal.com,+14150000176,EMPLOYEE,Global Engineering Branch 3 Unit 2
CK0177,Scott,Allen,emp0177@apexglobal.com,+14150000177,EMPLOYEE,Product Innovation Branch 1 Unit 1
CK0178,Nicole,Flores,emp0178@apexglobal.com,+14150000178,TRAINER,Product Innovation Branch 1 Unit 2
CK0179,Brandon,Campbell,emp0179@apexglobal.com,+14150000179,MANAGER,Product Innovation Branch 2 Unit 1
CK0180,Helen,Turner,emp0180@apexglobal.com,+14150000180,EMPLOYEE,Product Innovation Branch 2 Unit 2
CK0181,Benjamin,Stewart,emp0181@apexglobal.com,+14150000181,EMPLOYEE,Product Innovation Branch 3 Unit 1
CK0182,Samantha,Ortiz,emp0182@apexglobal.com,+14150000182,EMPLOYEE,Product Innovation Branch 3 Unit 2
CK0183,Samuel,Howard,emp0183@apexglobal.com,+14150000183,EMPLOYEE,Financial Services Branch 1 Unit 1
CK0184,Katherine,Brooks,emp0184@apexglobal.com,+14150000184,TRAINER,Financial Services Branch 1 Unit 2
CK0185,Gregory,Ruiz,emp0185@apexglobal.com,+14150000185,MANAGER,Financial Services Branch 2 Unit 1
CK0186,Christine,Myers,emp0186@apexglobal.com,+14150000186,EMPLOYEE,Financial Services Branch 2 Unit 2
CK0187,Alexander,Williams,emp0187@apexglobal.com,+14150000187,EMPLOYEE,Financial Services Branch 3 Unit 1
CK0188,Debra,Martinez,emp0188@apexglobal.com,+14150000188,EMPLOYEE,Financial Services Branch 3 Unit 2
CK0189,Frank,Taylor,emp0189@apexglobal.com,+14150000189,EMPLOYEE,People and Culture Branch 1 Unit 1
CK0190,Rachel,White,emp0190@apexglobal.com,+14150000190,TRAINER,People and Culture Branch 1 Unit 2
CK0191,Patrick,Walker,emp0191@apexglobal.com,+14150000191,MANAGER,People and Culture Branch 2 Unit 1
CK0192,Carolyn,Nguyen,emp0192@apexglobal.com,+14150000192,EMPLOYEE,People and Culture Branch 2 Unit 2
CK0193,Raymond,Hall,emp0193@apexglobal.com,+14150000193,EMPLOYEE,People and Culture Branch 3 Unit 1
CK0194,Janet,Phillips,emp0194@apexglobal.com,+14150000194,EMPLOYEE,People and Culture Branch 3 Unit 2
CK0195,Jack,Collins,emp0195@apexglobal.com,+14150000195,EMPLOYEE,Legal and Risk Branch 1 Unit 1
CK0196,Maria,Rogers,emp0196@apexglobal.com,+14150000196,TRAINER,Legal and Risk Branch 1 Unit 2
CK0197,Dennis,Reed,emp0197@apexglobal.com,+14150000197,MANAGER,Legal and Risk Branch 2 Unit 1
CK0198,Heather,Richardson,emp0198@apexglobal.com,+14150000198,EMPLOYEE,Legal and Risk Branch 2 Unit 2
CK0199,Jerry,Gray,emp0199@apexglobal.com,+14150000199,EMPLOYEE,Legal and Risk Branch 3 Unit 1
CK0200,Diane,Sanders,emp0200@apexglobal.com,+14150000200,EMPLOYEE,Legal and Risk Branch 3 Unit 2
CK0201,James,Smith,emp0201@apexglobal.com,+14150000201,EMPLOYEE,Apex Global Corporation
CK0202,Mary,Davis,emp0202@apexglobal.com,+14150000202,TRAINER,North America Division
CK0203,Robert,Anderson,emp0203@apexglobal.com,+14150000203,MANAGER,EMEA Division
CK0204,Patricia,Perez,emp0204@apexglobal.com,+14150000204,EMPLOYEE,APAC Division
CK0205,John,Lewis,emp0205@apexglobal.com,+14150000205,EMPLOYEE,LATAM Division
CK0206,Jennifer,Scott,emp0206@apexglobal.com,+14150000206,EMPLOYEE,Global Engineering
CK0207,Michael,Nelson,emp0207@apexglobal.com,+14150000207,EMPLOYEE,Product Innovation
CK0208,Linda,Roberts,emp0208@apexglobal.com,+14150000208,TRAINER,Financial Services
CK0209,David,Cruz,emp0209@apexglobal.com,+14150000209,MANAGER,People and Culture
CK0210,Elizabeth,Murphy,emp0210@apexglobal.com,+14150000210,EMPLOYEE,Legal and Risk
CK0211,William,Peterson,emp0211@apexglobal.com,+14150000211,EMPLOYEE,North America Division Branch 1
CK0212,Barbara,Cox,emp0212@apexglobal.com,+14150000212,EMPLOYEE,North America Division Branch 2
CK0213,Richard,James,emp0213@apexglobal.com,+14150000213,EMPLOYEE,North America Division Branch 3
CK0214,Susan,Alvarez,emp0214@apexglobal.com,+14150000214,TRAINER,North America Division Branch 4
CK0215,Joseph,Foster,emp0215@apexglobal.com,+14150000215,MANAGER,EMEA Division Branch 1
CK0216,Jessica,Garcia,emp0216@apexglobal.com,+14150000216,EMPLOYEE,EMEA Division Branch 2
CK0217,Thomas,Gonzalez,emp0217@apexglobal.com,+14150000217,EMPLOYEE,EMEA Division Branch 3
CK0218,Sarah,Martin,emp0218@apexglobal.com,+14150000218,EMPLOYEE,EMEA Division Branch 4
CK0219,Charles,Clark,emp0219@apexglobal.com,+14150000219,EMPLOYEE,APAC Division Branch 1
CK0220,Karen,King,emp0220@apexglobal.com,+14150000220,TRAINER,APAC Division Branch 2
CK0221,Christopher,Green,emp0221@apexglobal.com,+14150000221,MANAGER,APAC Division Branch 3
CK0222,Lisa,Mitchell,emp0222@apexglobal.com,+14150000222,EMPLOYEE,APAC Division Branch 4
CK0223,Daniel,Diaz,emp0223@apexglobal.com,+14150000223,EMPLOYEE,LATAM Division Branch 1
CK0224,Nancy,Morris,emp0224@apexglobal.com,+14150000224,EMPLOYEE,LATAM Division Branch 2
CK0225,Matthew,Morgan,emp0225@apexglobal.com,+14150000225,EMPLOYEE,LATAM Division Branch 3
CK0226,Betty,Ramos,emp0226@apexglobal.com,+14150000226,TRAINER,Global Engineering Branch 1
CK0227,Anthony,Chavez,emp0227@apexglobal.com,+14150000227,MANAGER,Global Engineering Branch 2
CK0228,Margaret,Hughes,emp0228@apexglobal.com,+14150000228,EMPLOYEE,Global Engineering Branch 3
CK0229,Mark,Long,emp0229@apexglobal.com,+14150000229,EMPLOYEE,Product Innovation Branch 1
CK0230,Sandra,Brown,emp0230@apexglobal.com,+14150000230,EMPLOYEE,Product Innovation Branch 2
CK0231,Donald,Hernandez,emp0231@apexglobal.com,+14150000231,EMPLOYEE,Product Innovation Branch 3
CK0232,Ashley,Moore,emp0232@apexglobal.com,+14150000232,TRAINER,Financial Services Branch 1
CK0233,Steven,Harris,emp0233@apexglobal.com,+14150000233,MANAGER,Financial Services Branch 2
CK0234,Kimberly,Young,emp0234@apexglobal.com,+14150000234,EMPLOYEE,Financial Services Branch 3
CK0235,Paul,Hill,emp0235@apexglobal.com,+14150000235,EMPLOYEE,People and Culture Branch 1
CK0236,Emily,Rivera,emp0236@apexglobal.com,+14150000236,EMPLOYEE,People and Culture Branch 2
CK0237,Andrew,Evans,emp0237@apexglobal.com,+14150000237,EMPLOYEE,People and Culture Branch 3
CK0238,Donna,Reyes,emp0238@apexglobal.com,+14150000238,TRAINER,Legal and Risk Branch 1
CK0239,Joshua,Gutierrez,emp0239@apexglobal.com,+14150000239,MANAGER,Legal and Risk Branch 2
CK0240,Michelle,Kelly,emp0240@apexglobal.com,+14150000240,EMPLOYEE,Legal and Risk Branch 3
CK0241,Kenneth,Watson,emp0241@apexglobal.com,+14150000241,EMPLOYEE,North America Division Branch 1 Unit 1
CK0242,Carol,Mendoza,emp0242@apexglobal.com,+14150000242,EMPLOYEE,North America Division Branch 1 Unit 2
CK0243,Kevin,Patel,emp0243@apexglobal.com,+14150000243,EMPLOYEE,North America Division Branch 2 Unit 1
CK0244,Amanda,Johnson,emp0244@apexglobal.com,+14150000244,TRAINER,North America Division Branch 2 Unit 2
CK0245,Brian,Rodriguez,emp0245@apexglobal.com,+14150000245,MANAGER,North America Division Branch 3 Unit 1
CK0246,Dorothy,Thomas,emp0246@apexglobal.com,+14150000246,EMPLOYEE,North America Division Branch 3 Unit 2
CK0247,George,Thompson,emp0247@apexglobal.com,+14150000247,EMPLOYEE,North America Division Branch 4 Unit 1
CK0248,Melissa,Robinson,emp0248@apexglobal.com,+14150000248,EMPLOYEE,North America Division Branch 4 Unit 2
CK0249,Timothy,Torres,emp0249@apexglobal.com,+14150000249,EMPLOYEE,EMEA Division Branch 1 Unit 1
CK0250,Deborah,Baker,emp0250@apexglobal.com,+14150000250,TRAINER,EMEA Division Branch 1 Unit 2
CK0251,Ronald,Gomez,emp0251@apexglobal.com,+14150000251,MANAGER,EMEA Division Branch 2 Unit 1
CK0252,Stephanie,Edwards,emp0252@apexglobal.com,+14150000252,EMPLOYEE,EMEA Division Branch 2 Unit 2
CK0253,Edward,Cook,emp0253@apexglobal.com,+14150000253,EMPLOYEE,EMEA Division Branch 3 Unit 1
CK0254,Rebecca,Bailey,emp0254@apexglobal.com,+14150000254,EMPLOYEE,EMEA Division Branch 3 Unit 2
CK0255,Jason,Ward,emp0255@apexglobal.com,+14150000255,EMPLOYEE,EMEA Division Branch 4 Unit 1
