corporateKey,firstName,lastName,email,phone,role,ouName
CK0057,Jeffrey,Morgan,emp0057@globalenterprise.com,+15550000057,EMPLOYEE,Operations Division
CK0058,Laura,Bailey,emp0058@globalenterprise.com,+15550000058,TRAINER,Human Resources Division
CK0059,Ryan,Howard,emp0059@globalenterprise.com,+15550000059,MANAGER,Engineering Platform Dept
CK0060,Cynthia,Cox,emp0060@globalenterprise.com,+15550000060,EMPLOYEE,Engineering Solutions Dept
CK0061,Jacob,Watson,emp0061@globalenterprise.com,+15550000061,EMPLOYEE,Engineering Services Dept
CK0062,Kathleen,Wood,emp0062@globalenterprise.com,+15550000062,EMPLOYEE,Product Platform Dept
CK0063,Gary,Gray,emp0063@globalenterprise.com,+15550000063,EMPLOYEE,Product Solutions Dept
CK0064,Amy,Hughes,emp0064@globalenterprise.com,+15550000064,TRAINER,Product Services Dept
CK0065,Nicholas,Castillo,emp0065@globalenterprise.com,+15550000065,MANAGER,Sales Platform Dept
CK0066,Angela,Myers,emp0066@globalenterprise.com,+15550000066,EMPLOYEE,Sales Solutions Dept
CK0067,Eric,Foster,emp0067@globalenterprise.com,+15550000067,EMPLOYEE,Sales Services Dept
CK0068,Shirley,Johnson,emp0068@globalenterprise.com,+15550000068,EMPLOYEE,Marketing Platform Dept
CK0069,Jonathan,Jones,emp0069@globalenterprise.com,+15550000069,EMPLOYEE,Marketing Solutions Dept
CK0070,Anna,Davis,emp0070@globalenterprise.com,+15550000070,TRAINER,Marketing Services Dept
CK0071,Stephen,Hernandez,emp0071@globalenterprise.com,+15550000071,MANAGER,Finance Platform Dept
CK0072,Brenda,Wilson,emp0072@globalenterprise.com,+15550000072,EMPLOYEE,Finance Solutions Dept
CK0073,Larry,Taylor,emp0073@globalenterprise.com,+15550000073,EMPLOYEE,Finance Services Dept
CK0074,Pamela,Martin,emp0074@globalenterprise.com,+15550000074,EMPLOYEE,Operations Platform Dept
CK0075,Justin,Thompson,emp0075@globalenterprise.com,+15550000075,EMPLOYEE,Operations Solutions Dept
CK0076,Emma,Sanchez,emp0076@globalenterprise.com,+15550000076,TRAINER,Operations Services Dept
CK0077,Scott,Lewis,emp0077@globalenterprise.com,+15550000077,MANAGER,Human Resources Platform Dept
CK0078,Nicole,Young,emp0078@globalenterprise.com,+15550000078,EMPLOYEE,Human Resources Solutions Dept
CK0079,Brandon,Wright,emp0079@globalenterprise.com,+15550000079,EMPLOYEE,Human Resources Services Dept
CK0080,Helen,Nguyen,emp0080@globalenterprise.com,+15550000080,EMPLOYEE,Engineering Platform Team
CK0081,Benjamin,Green,emp0081@globalenterprise.com,+15550000081,EMPLOYEE,Engineering Solutions Team
CK0082,Samantha,Baker,emp0082@globalenterprise.com,+15550000082,TRAINER,Engineering Services Team
CK0083,Samuel,Campbell,emp0083@globalenterprise.com,+15550000083,MANAGER,Product Platform Team
CK0084,Katherine,Roberts,emp0084@globalenterprise.com,+15550000084,EMPLOYEE,Product Solutions Team
CK0085,Gregory,Evans,emp0085@globalenterprise.com,+15550000085,EMPLOYEE,Product Services Team
CK0086,Christine,Parker,emp0086@globalenterprise.com,+15550000086,EMPLOYEE,Sales Platform Team
CK0087,Alexander,Collins,emp0087@globalenterprise.com,+15550000087,EMPLOYEE,Sales Solutions Team
CK0088,Debra,Morris,emp0088@globalenterprise.com,+15550000088,TRAINER,Sales Services Team
CK0089,Frank,Cook,emp0089@globalenterprise.com,+15550000089,MANAGER,Marketing Platform Team
CK0090,Rachel,Ortiz,emp0090@globalenterprise.com,+15550000090,EMPLOYEE,Marketing Solutions Team
CK0091,Patrick,Peterson,emp0091@globalenterprise.com,+15550000091,EMPLOYEE,Marketing Services Team
CK0092,Carolyn,Kelly,emp0092@globalenterprise.com,+15550000092,EMPLOYEE,Finance Platform Team
CK0093,Raymond,Kim,emp0093@globalenterprise.com,+15550000093,EMPLOYEE,Finance Solutions Team
CK0094,Janet,Richardson,emp0094@globalenterprise.com,+15550000094,TRAINER,Finance Services Team
CK0095,Jack,Chavez,emp0095@globalenterprise.com,+15550000095,MANAGER,Operations Platform Team
CK0096,Maria,Bennett,emp0096@globalenterprise.com,+15550000096,EMPLOYEE,Operations Solutions Team
CK0097,Dennis,Ruiz,emp0097@globalenterprise.com,+15550000097,EMPLOYEE,Operations Services Team
CK0098,Heather,Alvarez,emp0098@globalenterprise.com,+15550000098,EMPLOYEE,Human Resources Platform Team
CK0099,Jerry,Patel,emp0099@globalenterprise.com,+15550000099,EMPLOYEE,Human Resources Solutions Team
CK0100,Diane,Ross,emp0100@globalenterprise.com,+15550000100,TRAINER,Human Resources Services Team
